"cve","repo","cve_time","cwe_id","cwe","patch num","commit list","desc","cwe_type","commit"
"CVE-2017-15200","kanboard_kanboard","2017/10/10","CWE-639","[('CWE-639', 'Authorization Bypass Through User-Controlled Key')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can add a new task to a private project of another user.","Authorization Bypass Through User-Controlled Key","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15201","kanboard_kanboard","2017/10/10","CWE-639","[('CWE-639', 'Authorization Bypass Through User-Controlled Key')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can edit tags of a private project of another user.","Authorization Bypass Through User-Controlled Key","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15202","kanboard_kanboard","2017/10/10","CWE-639","[('CWE-639', 'Authorization Bypass Through User-Controlled Key')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can edit columns of a private project of another user.","Authorization Bypass Through User-Controlled Key","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15203","kanboard_kanboard","2017/10/10","CWE-639","[('CWE-639', 'Authorization Bypass Through User-Controlled Key')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can remove categories from a private project of another user.","Authorization Bypass Through User-Controlled Key","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15204","kanboard_kanboard","2017/10/10","CWE-639","[('CWE-639', 'Authorization Bypass Through User-Controlled Key')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can add automatic actions to a private project of another user.","Authorization Bypass Through User-Controlled Key","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15206","kanboard_kanboard","2017/10/10","CWE-639","[('CWE-639', 'Authorization Bypass Through User-Controlled Key')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can add an internal link to a private project of another user.","Authorization Bypass Through User-Controlled Key","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15207","kanboard_kanboard","2017/10/10","CWE-639","[('CWE-639', 'Authorization Bypass Through User-Controlled Key')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can edit tasks of a private project of another user.","Authorization Bypass Through User-Controlled Key","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15208","kanboard_kanboard","2017/10/10","CWE-639","[('CWE-639', 'Authorization Bypass Through User-Controlled Key')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can remove automatic actions from a private project of another user.","Authorization Bypass Through User-Controlled Key","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15211","kanboard_kanboard","2017/10/10","CWE-639","[('CWE-639', 'Authorization Bypass Through User-Controlled Key')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can add an external link to a private project of another user.","Authorization Bypass Through User-Controlled Key","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15212","kanboard_kanboard","2017/10/10","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","2","3e0f14a
074f6c1","In Kanboard before 1.0.47, by altering form data, an authenticated user can at least see the names of tags of a private project of another user.","Exposure of Sensitive Information to an Unauthorized Actor","['3e0f14ae2b0b5a44bd038a472f17eac75f538524', '074f6c104f3e49401ef0065540338fc2d4be79f0']"
"CVE-2017-15288","scala_scala","2017/10/12","CWE-732","[('CWE-732', 'Incorrect Permission Assignment for Critical Resource')]","5","67fcf5c
f3419fc
0f624c5
67e1437
b64ad85","The compilation daemon in Scala before 2.10.7, 2.11.x before 2.11.12, and 2.12.x before 2.12.4 uses weak permissions for private files in /tmp/scala-devel/${USER:shared}/scalac-compile-server-port, which allows local users to write to arbitrary class files and consequently gain privileges.","Incorrect Permission Assignment for Critical Resource","['67fcf5ce4496000574676d81ed72e4a6cb9e7757', 'f3419fc358a8ea6e366538126279da88d4d1fb1f', '0f624c5e5bdb39967e208c7c16067c3e6c903f1f', '67e1437e55df6789d0883cb8846d12071de75c63', 'b64ad85d1cfdfff29d0836a66736d6d2b0830c0e']"
"CVE-2017-15649","torvalds_linux","2017/10/19","CWE-362","[('CWE-362', ""Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')"")]","2","4971613
008ba2a","net/packet/af_packet.c in the Linux kernel before 4.13.6 allows local users to gain privileges via crafted system calls that trigger mishandling of packet_fanout data structures, because of a race condition (involving fanout_add and packet_do_bind) that leads to a use-after-free, a different vulnerability than CVE-2017-6346.","Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')","['4971613c1639d8e5f102c4e797c3bf8f83a5a69e', '008ba2a13f2d04c947adc536d19debb8fe66f110']"
"CVE-2017-15672","FFmpeg_FFmpeg","2017/10/20","CWE-125","[('CWE-125', 'Out-of-bounds Read')]","2","d893253
c20f4fc","The read_header function in libavcodec/ffv1dec.c in FFmpeg 2.4 and 3.3.4 and possibly earlier allows remote attackers to have unspecified impact via a crafted MP4 file, which triggers an out-of-bounds read.","Out-of-bounds Read","['d893253fcd93d11258e98857175e93be7d158708', 'c20f4fcb74da2d0432c7b54499bb98f48236b904']"
"CVE-2017-15694","apache_geode","2017/10/21","CWE-88","[('CWE-88', ""Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')"")]","2","28755d6
9ff9211","When an Apache Geode server versions 1.0.0 to 1.8.0 is operating in secure mode, a user with write permissions for specific data regions can modify internal cluster metadata. A malicious user could modify this data in a way that affects the operation of the cluster.","Improper Neutralization of Argument Delimiters in a Command ('Argument Injection')","['28755d6', '9ff9211']"
"CVE-2017-15695","apache_geode","2017/10/21","CWE-863","[('CWE-863', 'Incorrect Authorization')]","7","90f8f62
00be4f9
49d28f9
954ccb5
aa46923
6df14c8
740289c","When an Apache Geode server versions 1.0.0 to 1.4.0 is configured with a security manager, a user with DATA:WRITE privileges is allowed to deploy code by invoking an internal Geode function. This allows remote code execution. Code deployment should be restricted to users with DATA:MANAGE privilege.","Incorrect Authorization","['90f8f6242927c5e16da64f38bba9abf3d450a305', '00be4f9774e1adf8e7ccc2664da8005fc30bb11d', '49d28f93fd2ef069693ce15d124ef3a29f22fb7d', '954ccb545d24a9c9a35cbd84023a4d7e07032de0', 'aa469239860778eb46e09dd7b390aee08f152480', '6df14c8b1e3c644f9f810149e80bba0c2f073dab', '740289c61d60256c6270756bc84b9e24b76e4913']"
"CVE-2017-15709","apache_activemq","2017/10/21","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","3","5fa0bbd
d2e49be
8ff18c5","When using the OpenWire protocol in ActiveMQ versions 5.14.0 to 5.15.2 it was found that certain system details (such as the OS and kernel version) are exposed as plain text.","Exposure of Sensitive Information to an Unauthorized Actor","['5fa0bbd5156f29d97dcf48fd9fdb6a0488a8df1a', 'd2e49be3a8f21d862726c1f6bc9e1caa6ee8b58', '8ff18c5e254bf43395f2e0d7e3a1092b33ec646']"
"CVE-2017-15719","sebfz1_wicket-jquery-ui","2017/10/21","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","9","82d81bf
42294cc
9f08295
8aebe1e
3e8cfdc
6f33727
cc75fdc
fa0ce80
936c12a","In Wicket jQuery UI 6.28.0 and earlier, 7.9.1 and earlier, and 8.0.0-M8 and earlier, a security issue has been discovered in the WYSIWYG editor that allows an attacker to submit arbitrary JS code to WYSIWYG editor.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['82d81bf704bef90b42f62aecbcc7e8c460814b6', '42294cc890536459b13cf16844cd65cccf66578', '9f082950a276c8948a4078c2438e284a948ba15', '8aebe1e49a71f10cdd6a073fd09d0d8d82352a0', '3e8cfdcb0f8e6e0cf0da01e74501afb5c9bff0f', '6f33727a1b4aa27d58d672a96154d9061db43fa', 'cc75fdc3e610985a5f391789d33fb70c8c9114d', 'fa0ce80f8e92c28c801773ed7c28621ae98e872', '936c12a2db262cf471c781f0d3c0d0ad61c35c7']"
"CVE-2017-15872","slackero_phpwcms","2017/10/24","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","2","90ee94a
62c7c4a","phpwcms 1.8.9 has XSS in include/inc_tmpl/admin.edituser.tmpl.php and include/inc_tmpl/admin.newuser.tmpl.php via the username (aka new_login) field.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['90ee94a474b37919161f8112f9e36c53ad70492f', '62c7c4a7a7de5effa0a82c89e77e53795a82e11d']"
"CVE-2017-15879","keystonejs_keystone","2017/10/24","CWE-20","[('CWE-20', 'Improper Input Validation')]","4","c3d3a28
ca5dd93
4b019b8
9a11c00","CSV Injection (aka Excel Macro Injection or Formula Injection) exists in admin/server/api/download.js and lib/list/getCSVData.js in KeystoneJS before 4.0.0-beta.7 via a value that is mishandled in a CSV export.","Improper Input Validation","['c3d3a2838c591343aea6dd53604804dd0e34e418', 'ca5dd931d9c5206bd970b4c7b280441ab8eda6f3', '4b019b8cfcb7bea6f800609da5d07e8c8abfc80a', '9a11c00b6294ce5a8fcbb29f156264dbb3bc22a4']"
"CVE-2017-16006","jonschlinkert_remarkable","2017/10/29","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","4","43eaf67
49e24e8
92d79a9
49e87b7","Remarkable is a markdown parser. In versions 1.6.2 and lower, remarkable allows the use of `data:` URIs in links and can therefore execute javascript.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['43eaf67dd3bb4a850542ad868b59fe75409a17a7', '49e24e8f2a431c095ddbb74ecb67cf1cf8f88c47', '92d79a99c39a29665f7f4fabc9593f1b30924ca9', '49e87b7ae2dc323d83606792a749fb207595249e']"
"CVE-2017-16018","restify_node-restify","2017/10/29","CWE-79","[('CWE-79', ""Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')"")]","5","24c57ce
d3837a9
0af5cca
bf8ab61
a015067","Restify is a framework for building REST APIs. Restify >=2.0.0 <=4.0.4 using URL encoded script tags in a non-existent URL, an attacker can get script to run in some browsers.","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","['24c57cef13dced488ca698db72b851cecd687924', 'd3837a925727d18b03fcd55ecdd534d8a7888d4e', '0af5ccab0f3cd779bd2fc30c774c4a4557cd7cc1', 'bf8ab6153cc0720ba973cabc92f6aeca1906ef8e', 'a015067232ad62aa035675dc63a46dce31fed3f3']"
"CVE-2017-16026","request_request","2017/10/29","CWE-20","[('CWE-20', 'Improper Input Validation'), ('CWE-201', 'Insertion of Sensitive Information Into Sent Data')]","3","3d31d45
29d8181
8902ce1","Request is an http client. If a request is made using ```multipart```, and the body type is a ```number```, then the specified number of non-zero memory is passed in the body. This affects Request >=2.2.6 <2.47.0 || >2.51.0 <=2.67.0.","Improper Input Validation","['3d31d4526fa4d4e4f59b89cabe194fb671063cdb', '29d81814bc16bc79cb112b4face8be6fc00061dd', '8902ce12ffed9bf65b3ccc73203f0bc390f156ea']"
"CVE-2017-16042","tj_node-growl","2017/10/29","CWE-78","[('CWE-78', ""Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')""), ('CWE-94', ""Improper Control of Generation of Code ('Code Injection')"")]","3","d71177d
d9f6ea2
679cdd4","Growl adds growl notification support to nodejs. Growl before 1.10.2 does not properly sanitize input before passing it to exec, allowing for arbitrary command execution.","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","['d71177d5331c9de4658aca62e0ac921f178b0669', 'd9f6ea2fb215ab9c5bce3e9ee88b1f0803aaf71e', '679cdd4a55536aedd5d039152b9e743c845a4829']"
"CVE-2017-16359","radare_radare2","2017/11/01","CWE-476","[('CWE-476', 'NULL Pointer Dereference')]","3","fbaf24b
d21e91f
62e39f3","In radare 2.0.1, a pointer wraparound vulnerability exists in store_versioninfo_gnu_verdef() in libr/bin/format/elf/elf.c.","NULL Pointer Dereference","['fbaf24bce7ea4211e4608b3ab6c1b45702cb243d', 'd21e91f075a7a7a8ed23baa5c1bb1fac48313882', '62e39f34b2705131a2d08aff0c2e542c6a52cf0e']"
"CVE-2017-16525","torvalds_linux","2017/11/03","CWE-416","[('CWE-416', 'Use After Free')]","2","bd998c2
299d757","The usb_serial_console_disconnect function in drivers/usb/serial/console.c in the Linux kernel before 4.13.8 allows local users to cause a denial of service (use-after-free and system crash) or possibly have unspecified other impact via a crafted USB device, related to disconnection and failed setup.","Use After Free","['bd998c2e0df0469707503023d50d46cf0b10c787', '299d7572e46f98534033a9e65973f13ad1ce9047']"
"CVE-2017-16546","ImageMagick_ImageMagick","2017/11/05","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","2","e04cf3e
2130bf6","The ReadWPGImage function in coders/wpg.c in ImageMagick 7.0.7-9 does not properly validate the colormap index in a WPG palette, which allows remote attackers to cause a denial of service (use of uninitialized data or invalid memory allocation) or possibly have unspecified other impact via a malformed WPG file.","Improper Restriction of Operations within the Bounds of a Memory Buffer","['e04cf3e9524f50ca336253513d977224e083b816', '2130bf6f89ded32ef0c88a11694f107c52566c53']"
"CVE-2017-16759","librenms_librenms","2017/11/09","CWE-22","[('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")]","2","d3094fa
7887b2e","The installation process in LibreNMS before 2017-08-18 allows remote attackers to read arbitrary files, related to html/install.php.","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","['d3094fa6578b29dc34fb5a7d0bd6deab49ecc911', '7887b2e1c7158204ac69ca43beafce66e4d3a3b4']"
"CVE-2017-16762","sanic-org_sanic","2017/11/10","CWE-22","[('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")]","3","18829e6
ae09dec
afd51e0","Sanic before 0.5.1 allows reading arbitrary files with directory traversal, as demonstrated by the /static/..%2f substring.","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","['18829e648a26d947b7e441a9d7d012a24b0adf48', 'ae09dec05e10816b37eed425c87e193d230c5a73', 'afd51e0823524eec683b226a20f40d958253064f']"
"CVE-2017-16840","FFmpeg_FFmpeg","2017/11/15","CWE-125","[('CWE-125', 'Out-of-bounds Read')]","2","94e538a
3228ac7","The VC-2 Video Compression encoder in FFmpeg 3.0 and 3.4 allows remote attackers to cause a denial of service (out-of-bounds read) because of incorrect buffer padding for non-Haar wavelets, related to libavcodec/vc2enc.c and libavcodec/vc2enc_dwt.c.","Out-of-bounds Read","['94e538aebbc9f9c529e8b1f2eda860cfb8c473b1', '3228ac730c11eca49d5680d5550128e397061c85']"
"CVE-2017-17476","OTRS_otrs","2017/12/08","CWE-200","[('CWE-200', 'Exposure of Sensitive Information to an Unauthorized Actor')]","3","720c73f
36e3be9
26707ea","Open Ticket Request System (OTRS) 4.0.x before 4.0.28, 5.0.x before 5.0.26, and 6.0.x before 6.0.3, when cookie support is disabled, might allow remote attackers to hijack web sessions and consequently gain privileges via a crafted email.","Exposure of Sensitive Information to an Unauthorized Actor","['720c73fbf53e476ca7dfdf2ae1d4d3d2aad2b953', '36e3be99cfe8a9e09afa1b75fdc39f3e28f561fc', '26707eaaa791648e6c7ad6aeaa27efd70e7c66eb']"
"CVE-2017-17485","FasterXML_jackson-databind","2017/12/10","CWE-502","[('CWE-502', 'Deserialization of Untrusted Data')]","4","f031f27
9787983
bb45fb1
2235894","FasterXML jackson-databind through 2.8.10 and 2.9.x through 2.9.3 allows unauthenticated remote code execution because of an incomplete fix for the CVE-2017-7525 deserialization flaw. This is exploitable by sending maliciously crafted JSON input to the readValue method of the ObjectMapper, bypassing a blacklist that is ineffective if the Spring libraries are available in the classpath.","Deserialization of Untrusted Data","['f031f27a31625d07922bdd090664c69544200a5d', '978798382ceb72229e5036aa1442943933d6d171', 'bb45fb16709018842f858f1a6e1118676aaa34bd', '2235894210c75f624a3d0cd60bfb0434a20a18bf']"
